2015-06-01,0,0,0,0,1,0,0,2,0,0,0,0,0,1,2,0,0,4,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,4,0,0,4,3,0,0,2,1,5,0,0,0,0,2,12,3,3,0,1,0,2,0,0,0,0,0,0,3,1,1,0,0,1,0,6,0,0,1,0,0,3,1,1,0,0,13,5,0,0,1,0,0,0,5,0,3,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,5,0,0,0,0,2,1,6,0,1,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,22,0,0,0,0,1,27,0,1,3,6,2,6,6,0,0,6,0,1,0,0,0,0,0,0,0,5,0,1,7,5,9,3,0,0,0,0,0,4,0,0,0,1,0,0,1,0,1,1,7,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,5,10,6,2,1,10,2,4,2,3,2,0,1,0,3,2,0,4,1,0,11,0,0,0,0,1,14,5,0,0,0,1,2,3,3,0,0
2015-06-01,1,0,0,0,2,0,0,2,0,0,0,0,0,3,0,0,0,5,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,3,0,0,12,10,0,1,1,1,1,0,0,2,0,1,12,4,5,0,0,1,0,0,0,0,0,0,0,9,3,0,0,0,0,0,3,0,2,1,1,1,3,1,1,1,0,18,3,0,0,1,0,1,0,5,0,1,2,1,1,0,0,1,0,2,0,0,3,0,0,0,0,0,2,4,0,0,0,0,7,5,5,0,2,0,0,1,0,0,0,1,0,2,0,3,0,1,1,1,58,0,0,0,1,5,81,0,1,6,4,3,5,5,0,0,9,0,0,2,1,0,0,0,0,0,4,0,1,9,2,6,3,0,1,0,1,2,4,0,0,0,2,0,0,1,0,1,0,7,0,0,0,0,9,0,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,5,1,1,0,0,0,0,0,0,0,0,0,1,4,8,2,0,2,3,12,7,7,0,9,0,6,3,2,5,0,1,0,1,7,0,3,0,0,8,0,0,0,0,0,15,12,1,0,0,1,0,3,4,0,0
2015-06-01,2,0,0,0,4,0,0,1,0,0,1,0,0,2,2,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2,0,0,3,8,0,0,2,2,5,0,0,0,0,0,11,4,3,0,1,0,1,0,2,0,0,0,0,5,0,0,0,2,1,0,3,0,0,3,2,0,1,2,1,1,0,19,5,0,0,1,0,1,0,2,2,3,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,3,7,0,0,0,0,7,1,5,0,1,0,0,0,0,0,0,1,0,2,0,1,0,1,2,0,67,0,0,0,1,2,79,0,5,0,3,0,2,5,0,0,3,0,0,2,3,0,0,1,0,0,6,0,0,3,3,3,5,0,2,0,0,0,3,0,0,0,0,0,0,2,2,1,0,6,0,0,0,0,4,0,1,3,1,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,3,0,0,1,1,3,0,1,0,5,10,12,2,2,10,0,3,1,3,9,0,0,1,4,2,0,2,1,1,10,0,0,0,0,0,12,6,0,2,1,1,0,1,1,0,0
2015-06-01,3,0,0,0,4,0,0,3,0,0,1,0,0,2,4,0,1,4,2,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,3,0,0,1,0,3,1,0,0,0,0,6,3,1,0,0,0,1,0,0,0,0,0,0,5,1,1,0,1,0,0,5,1,3,1,3,3,3,2,2,1,0,7,5,0,1,0,0,0,0,6,1,0,4,2,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,2,4,0,2,0,0,3,1,0,0,0,0,3,0,1,0,3,3,0,56,1,0,1,0,2,91,3,2,1,5,1,4,4,0,1,5,0,1,0,1,0,0,0,0,0,7,0,0,5,5,9,4,0,3,0,0,0,5,1,0,0,0,0,0,0,2,0,0,4,0,0,0,0,2,0,2,6,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,5,0,0,0,0,0,1,0,1,0,0,0,1,2,2,0,0,0,2,9,6,2,3,7,0,4,0,5,4,0,0,0,5,2,0,3,0,0,4,0,0,0,0,0,13,5,0,0,0,0,1,1,1,0,1
2015-06-01,4,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,3,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,6,0,1,3,6,0,2,4,2,2,0,0,2,0,0,5,4,1,0,1,0,2,0,2,0,0,0,0,2,2,0,0,0,1,0,4,0,0,2,0,0,4,2,0,2,0,12,4,0,0,0,0,0,0,3,0,3,5,1,2,0,0,1,0,1,0,0,1,0,0,0,0,0,3,5,0,0,0,0,3,2,3,0,2,0,0,0,0,0,0,2,0,1,0,0,0,2,2,0,56,0,1,0,0,1,69,0,0,3,3,3,0,3,0,0,3,1,0,4,0,0,0,0,0,1,3,0,0,4,4,3,4,1,0,0,2,0,4,1,0,0,0,0,0,2,0,3,0,6,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,1,1,0,0,0,0,0,0,2,2,4,0,2,2,7,6,2,2,4,0,1,1,3,4,0,0,0,2,1,0,4,1,0,7,0,0,1,0,0,8,1,0,0,0,2,0,1,1,0,0
2015-06-01,5,0,0,0,1,0,0,3,0,0,0,0,1,2,0,0,0,3,0,1,0,0,0,0,1,5,1,0,0,0,0,0,0,5,0,0,6,1,0,0,0,1,3,1,0,0,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,2,0,1,3,1,0,3,2,0,0,0,7,1,0,2,1,0,0,0,2,2,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4,3,3,0,2,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,82,0,1,0,0,3,59,0,2,2,0,1,2,4,0,0,5,0,0,1,0,0,0,0,0,2,2,0,1,5,4,6,6,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,12,0,1,2,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0,2,8,6,0,2,3,0,0,2,3,1,0,0,0,1,3,0,4,0,0,4,0,0,0,0,1,4,1,0,1,0,1,1,1,2,0,1
2015-06-01,6,0,0,1,2,0,0,3,0,0,0,0,0,1,1,0,0,5,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,6,0,0,1,1,3,2,0,1,0,0,6,4,2,1,1,1,0,0,0,0,0,0,1,3,0,0,0,0,1,0,4,1,2,0,0,0,0,0,0,1,1,9,1,0,2,1,0,1,0,1,2,1,3,1,0,1,0,1,0,2,0,0,2,0,1,0,0,0,3,2,0,0,0,0,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,84,0,0,0,0,3,67,1,2,0,4,1,2,1,1,0,1,0,0,0,0,0,0,0,0,1,6,0,0,6,2,3,6,0,5,0,0,0,1,0,0,1,1,0,0,1,0,1,0,3,0,0,0,0,30,0,2,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,7,2,3,1,2,0,2,0,1,3,0,0,0,0,2,0,1,0,0,4,0,0,0,0,0,9,1,0,0,0,1,1,1,1,0,1
2015-06-01,7,0,0,0,0,0,1,1,0,0,1,0,0,3,0,0,0,3,0,1,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,1,2,5,0,1,0,0,2,0,0,0,0,1,4,2,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,4,0,0,0,0,0,1,1,0,0,0,9,1,0,0,1,0,0,0,1,0,0,1,2,1,0,0,1,0,0,0,0,2,0,1,0,0,0,2,1,0,0,0,0,4,0,2,1,3,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,55,0,0,0,0,0,59,0,1,0,2,0,3,2,0,0,2,0,0,1,0,0,0,0,0,0,4,1,0,4,2,6,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,1,0,0,0,0,3,1,0,1,0,8,6,2,1,1,0,0,1,2,3,0,0,0,3,3,0,3,1,0,6,0,0,0,0,0,3,3,0,0,0,1,0,1,2,0,1
2015-06-01,8,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,3,6,0,0,0,3,1,0,0,0,0,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,5,0,1,0,0,0,0,0,1,1,0,8,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,4,0,0,0,0,4,0,7,0,1,0,0,1,0,0,0,0,1,0,0,3,0,1,2,0,70,0,1,0,0,2,45,0,2,3,0,1,0,2,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,3,2,2,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,5,4,2,1,1,3,0,1,1,1,4,0,0,0,1,2,0,3,0,0,8,0,0,0,0,0,4,4,0,1,0,2,1,1,0,0,0
2015-06-01,9,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,3,1,0,0,1,0,2,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,6,6,0,0,0,0,0,0,3,0,0,2,0,2,0,0,1,0,1,0,0,4,0,1,0,0,0,1,0,0,0,0,0,2,0,3,0,2,0,0,0,0,0,0,0,0,2,0,0,1,1,2,0,97,0,1,0,0,1,39,0,0,1,2,2,1,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,2,3,0,2,0,0,0,2,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,4,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,3,3,3,4,1,3,1,1,2,0,0,0,1,2,0,1,0,0,3,0,0,1,0,0,7,7,1,0,0,1,0,1,0,0,0
2015-06-01,10,0,0,0,1,0,0,3,0,0,0,0,0,4,0,0,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,6,2,1,0,1,0,0,0,2,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,69,0,1,1,0,0,12,0,2,0,2,1,2,1,0,0,2,0,0,0,1,0,0,0,0,0,4,0,0,3,3,1,4,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,0,1,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,1,1,1,0,1,0,0,1,0,0,0,0,4,0,4,0,0,1,0,0,0,0,0,4,6,0,1,0,2,2,0,1,0,0
2015-06-01,11,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,0,1,0,0,1,0,0,0,0,1,9,2,0,0,1,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,41,0,0,0,0,0,5,0,0,0,1,1,0,2,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,2,4,2,0,2,0,0,0,1,3,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,1,2,3,1,0,3,1,0,2,0,3,0,0,0,4,0,0,1,0,0,6,0,0,0,0,0,4,4,0,0,0,0,0,1,1,0,0
2015-06-01,12,0,0,1,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,3,0,0,0,1,0,0,1,0,0,0,5,3,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,1,3,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,2,3,5,0,2,4,1,1,0,1,1,0,0,0,0,1,0,2,0,0,4,0,0,0,0,1,8,2,0,0,0,1,0,1,0,0,0
